episode,step,agent,x,y,z,dist_to_goal,jammer_power,reward,collided,oob,reached_goal,timestamp
1,13,Drone3,4.411345481872559,-10.481880187988281,-4.968651294708252,10.490736961364746,2.110365494445432e-05,1.0192510372228207,0,0,0,1.0
1,14,Drone1,0.8314898610115051,6.289170742034912,-4.944328784942627,23.567386627197266,1.8817245290847495e-05,0.9337848418656358,0,0,0,1.0
1,14,Drone2,-7.622517108917236,0.6064198613166809,-5.005690574645996,23.006803512573242,1.9586879716371186e-05,1.0052795132007668,0,0,0,1.0
1,14,Drone3,3.901472806930542,-11.385668754577637,-4.996510982513428,9.456648826599121,2.2142887246445753e-05,1.0240770633220018,0,0,0,1.0
1,15,Drone1,1.6500188112258911,6.774539470672607,-4.970324993133545,22.619359970092773,1.8987251678481698e-05,0.9380171634786529,0,0,0,1.0
1,15,Drone2,-8.24219036102295,1.4123072624206543,-5.031422138214111,21.99430274963379,1.9879416868207045e-05,1.002490823231019,0,0,0,1.0
1,15,Drone3,3.3976097106933594,-12.296989440917969,-5.022218227386475,8.419062614440918,2.2576821720576845e-05,1.0275749237473428,0,0,0,1.0
1,16,Drone1,2.4611635208129883,7.258360385894775,-4.995141983032227,21.678565979003906,1.8615341105032712e-05,0.9307846834183147,0,0,0,1.0
1,16,Drone2,-8.859338760375977,2.222205877304077,-5.055064678192139,20.980165481567383,1.9639302990981378e-05,1.0041274484149108,0,0,0,1.0
1,16,Drone3,2.9026198387145996,-13.213065147399902,-5.045219421386719,7.381715774536133,2.2320677089737728e-05,1.0273356795662403,0,0,0,1.0
1,17,Drone1,3.2743072509765625,7.7461256980896,-5.019537448883057,20.734189987182617,1.752889875206165e-05,0.934367227371913,0,0,0,1.0
1,17,Drone2,-9.632030487060547,3.2498350143432617,-5.073589324951172,19.699447631835938,1.8161013940698467e-05,1.270708769224475,0,0,0,1.0
1,17,Drone3,2.0594053268432617,-14.841126441955566,-5.091503143310547,5.555492877960205,1.959164183062967e-05,1.8162131007550124,0,0,0,1.0
1,18,Drone1,4.077057838439941,7.8415608406066895,-5.096548557281494,20.03439712524414,1.4943480891815852e-05,0.6897853901980306,0,0,0,1.0
1,18,Drone2,-10.47630786895752,3.8482718467712402,-5.215876579284668,18.75168228149414,1.5419214832945727e-05,0.9377576407343804,0,0,0,1.0
1,18,Drone3,1.3421237468719482,-15.668608665466309,-5.18196439743042,4.538210868835449,1.5890060240053572e-05,1.0072740640946358,0,0,0,1.0
1,19,Drone1,4.690512180328369,8.052873611450195,-5.162905216217041,19.42011260986328,1.2089217307220679e-05,0.6042784707722058,0,0,0,1.0
1,19,Drone2,-11.191140174865723,4.372473239898682,-5.2618536949157715,17.941131591796875,1.2469978173612617e-05,0.8005444547081788,0,0,0,1.0
1,19,Drone3,0.7717223167419434,-16.50179672241211,-5.206177234649658,3.588243246078491,1.2478438293328509e-05,0.9399613835378113,0,0,0,1.0
